Time,PR,SR,QR,PS,SS,QS,PT,ST,QT
22/02/2025 18:00:00,235.90,279.84,151.84,694.01,753.21,295.20,71.60,118.73,94.98
22/02/2025 18:15:00,236.40,281.21,152.58,314.33,431.05,294.60,71.60,119.74,95.79
22/02/2025 18:30:00,235.50,281.02,152.48,285.82,407.86,291.27,71.50,119.94,95.95
22/02/2025 18:45:00,347.30,363.22,101.70,280.38,405.42,293.45,71.30,119.58,95.66
22/02/2025 19:00:00,235.50,280.88,152.40,281.38,408.02,295.33,71.60,121.24,97.89
22/02/2025 19:15:00,352.30,368.21,103.10,315.01,432.45,295.56,71.20,120.05,96.93
22/02/2025 19:30:00,236.50,282.77,153.43,317.11,433.70,296.41,71.50,119.68,95.75
22/02/2025 19:45:00,237.10,284.43,158.65,316.10,433.71,296.42,71.40,120.22,97.07
22/02/2025 20:00:00,235.50,281.74,152.87,318.04,435.90,297.91,71.40,119.53,95.62
22/02/2025 20:15:00,234.70,280.95,152.44,321.39,439.34,300.26,71.50,120.32,97.15
22/02/2025 20:30:00,346.10,362.67,113.24,323.91,443.02,302.78,71.20,120.40,97.21
22/02/2025 20:45:00,236.50,284.16,158.49,321.39,439.56,300.42,71.30,119.51,95.60
22/02/2025 21:00:00,234.00,284.51,162.84,327.22,453.33,314.60,71.30,120.72,97.47
22/02/2025 21:15:00,236.20,289.07,165.45,320.23,451.27,317.78,71.50,123.64,100.72
22/02/2025 21:30:00,237.10,292.19,171.35,320.48,457.83,326.95,71.50,125.39,103.03
22/02/2025 21:45:00,328.50,344.09,107.44,691.68,769.45,335.40,71.10,124.78,102.52
22/02/2025 22:00:00,219.60,267.03,152.84,315.59,451.30,322.29,71.40,124.75,102.50
22/02/2025 22:15:00,335.90,352.80,110.16,315.43,443.80,312.53,71.20,125.39,103.03
22/02/2025 22:30:00,219.80,267.73,153.24,306.12,432.08,304.27,71.40,125.53,103.14
22/02/2025 22:45:00,220.30,267.27,152.97,301.15,429.76,306.91,71.30,125.66,103.25
22/02/2025 23:00:00,225.10,275.84,157.88,301.08,436.58,316.00,71.40,127.67,105.77
22/02/2025 23:15:00,221.80,270.63,154.90,298.78,432.31,312.91,71.50,128.05,106.09
22/02/2025 23:30:00,332.30,350.14,109.33,298.49,432.82,313.28,71.20,127.04,105.25
22/02/2025 23:45:00,220.30,270.72,158.76,295.95,429.15,310.62,71.40,126.67,104.95
23/02/2025 0:00:00,219.90,269.68,154.35,302.32,437.22,316.46,71.50,127.03,105.24
23/02/2025 0:15:00,219.00,267.47,153.09,299.42,433.26,313.59,71.40,127.47,105.61
23/02/2025 0:30:00,219.10,255.71,130.49,657.39,700.26,238.91,71.20,108.18,81.27
23/02/2025 0:45:00,327.80,342.92,96.02,295.47,379.50,237.48,71.20,109.42,83.15
23/02/2025 1:00:00,218.70,255.94,134.82,299.13,377.73,231.59,71.40,109.42,83.15
23/02/2025 1:15:00,330.30,344.74,96.53,299.43,384.57,240.65,71.20,109.52,83.23
23/02/2025 1:30:00,219.60,256.04,130.66,303.80,385.70,236.47,71.30,109.38,83.13
23/02/2025 1:45:00,218.30,255.70,134.70,662.13,703.25,239.93,71.20,109.53,83.23
23/02/2025 2:00:00,219.10,255.81,130.54,296.51,381.29,238.60,71.30,109.34,83.10
23/02/2025 2:15:00,219.70,255.92,130.59,303.93,385.41,236.30,71.40,108.52,81.53
23/02/2025 2:30:00,327.60,342.21,95.82,308.35,390.32,239.31,71.10,108.89,82.75
23/02/2025 2:45:00,219.90,256.93,131.11,304.86,385.44,236.31,71.20,109.45,83.17
23/02/2025 3:00:00,336.30,351.13,98.32,297.80,382.72,239.50,71.10,110.14,83.70
23/02/2025 3:15:00,219.10,256.13,130.70,301.39,385.71,241.37,71.30,109.72,83.38
23/02/2025 3:30:00,219.70,256.24,130.76,299.81,380.19,233.10,71.30,108.90,82.75
23/02/2025 3:45:00,219.90,256.59,130.94,303.18,382.85,234.73,71.20,109.03,82.86
23/02/2025 4:00:00,219.10,256.25,130.76,297.55,381.01,238.43,71.40,109.58,83.28
23/02/2025 4:15:00,331.60,346.26,96.95,303.80,384.09,235.49,71.00,109.94,83.55
23/02/2025 4:30:00,219.20,256.17,130.72,298.90,383.89,240.23,71.30,109.33,83.08
23/02/2025 4:45:00,219.50,256.28,130.78,294.96,377.46,236.21,71.20,109.14,82.94
23/02/2025 5:00:00,217.90,254.81,130.03,303.87,384.87,235.97,71.20,109.81,83.45
23/02/2025 5:15:00,218.60,254.70,129.97,307.19,389.31,238.69,71.30,108.95,82.79
23/02/2025 5:30:00,327.20,340.88,95.45,143.67,176.46,103.48,71.40,110.09,83.66
23/02/2025 5:45:00,218.90,254.12,129.68,101.19,136.28,91.67,7.80,31.37,30.38
23/02/2025 6:00:00,333.60,347.00,97.16,463.53,472.08,93.94,7.50,31.32,30.40
23/02/2025 6:15:00,218.50,253.55,129.38,100.00,137.89,94.24,7.80,31.41,30.42
23/02/2025 6:30:00,221.00,255.70,130.48,103.19,138.53,93.18,7.80,31.47,30.47
23/02/2025 6:45:00,218.40,252.41,124.45,101.32,136.69,91.94,7.80,31.43,30.43
23/02/2025 7:00:00,219.50,253.22,124.85,460.90,469.40,93.41,7.70,31.06,30.08
23/02/2025 7:15:00,330.10,341.94,83.13,104.21,143.21,97.88,7.50,30.73,29.83
23/02/2025 7:30:00,220.00,254.42,129.83,103.92,143.27,97.92,7.80,31.58,30.58
23/02/2025 7:45:00,221.40,256.82,131.05,103.87,142.75,97.56,7.70,31.56,30.64
23/02/2025 8:00:00,220.30,255.13,130.19,512.35,523.26,104.13,7.70,31.46,30.54
23/02/2025 8:15:00,219.00,253.22,129.21,506.10,515.97,102.68,7.60,31.10,30.19
23/02/2025 8:30:00,325.80,337.41,82.03,139.48,170.78,97.75,7.50,30.55,29.58
23/02/2025 8:45:00,219.70,254.31,129.78,507.19,518.00,103.08,7.60,31.32,30.41
23/02/2025 9:00:00,335.10,347.24,84.42,144.27,175.26,100.31,7.60,31.25,30.34
23/02/2025 9:15:00,218.90,253.56,129.39,143.77,174.42,99.83,7.60,30.86,29.88
23/02/2025 9:30:00,218.60,252.66,124.57,154.77,189.20,108.29,7.70,30.83,29.85
23/02/2025 9:45:00,323.60,335.91,94.06,512.75,522.54,103.98,7.40,30.75,29.85
23/02/2025 10:00:00,219.80,255.46,130.36,156.20,189.57,108.50,7.70,31.36,30.37
23/02/2025 10:15:00,331.80,344.42,96.44,156.27,190.80,109.21,7.60,31.40,30.48
23/02/2025 10:30:00,219.80,255.24,130.25,520.65,531.28,105.72,7.70,31.56,30.64
23/02/2025 10:45:00,220.10,261.75,142.02,154.16,193.15,115.89,7.60,31.58,30.66
23/02/2025 11:00:00,219.80,261.75,142.02,154.16,191.78,115.07,7.70,31.82,30.89
23/02/2025 11:15:00,218.60,259.57,140.84,152.39,190.03,114.02,7.70,31.62,30.70
23/02/2025 11:30:00,327.80,342.66,95.95,152.45,190.11,114.07,7.60,31.86,30.93
23/02/2025 11:45:00,220.50,263.35,142.89,149.30,185.47,111.28,7.70,31.96,31.03
23/02/2025 12:00:00,336.10,352.21,109.98,147.20,184.00,110.40,7.60,32.14,31.20
23/02/2025 12:15:00,219.30,261.28,141.77,147.39,185.16,111.10,7.80,31.97,31.04
23/02/2025 12:30:00,219.90,261.75,142.02,147.07,182.69,109.61,7.80,31.91,30.97
23/02/2025 12:45:00,220.10,260.94,141.59,146.92,180.24,105.70,7.70,31.88,30.95
23/02/2025 13:00:00,218.60,258.09,135.96,205.37,270.45,175.77,7.80,31.56,30.56
23/02/2025 13:15:00,328.70,341.91,95.73,572.66,602.57,188.15,7.50,31.62,30.70
23/02/2025 13:30:00,220.10,259.22,136.55,567.61,597.48,186.56,7.70,31.92,30.99
23/02/2025 13:45:00,222.00,263.22,142.82,162.79,249.99,189.97,7.90,32.15,31.13
23/02/2025 14:00:00,220.70,259.78,136.85,168.00,247.76,181.66,7.80,32.06,31.12
23/02/2025 14:15:00,221.90,261.96,138.00,535.23,562.47,175.63,7.70,32.32,31.37
23/02/2025 14:30:00,326.40,338.50,94.78,161.45,240.97,178.89,7.70,32.14,31.20
23/02/2025 14:45:00,236.60,282.59,153.33,270.41,396.74,290.89,7.80,32.07,31.13
23/02/2025 15:00:00,348.50,364.65,102.10,634.28,697.48,289.18,7.40,32.07,31.21
23/02/2025 15:15:00,236.50,282.50,153.28,215.04,302.41,212.96,7.80,32.10,31.16
23/02/2025 15:30:00,351.90,367.81,102.99,265.00,396.22,294.14,7.60,32.32,31.37
23/02/2025 15:45:00,237.80,284.24,154.22,643.52,706.01,292.72,7.70,32.35,31.40
23/02/2025 16:00:00,236.40,281.67,152.83,270.29,396.34,290.60,7.70,32.06,31.12
23/02/2025 16:15:00,347.50,362.82,101.59,246.33,347.41,244.65,73.10,122.35,97.88
23/02/2025 16:30:00,219.50,257.69,135.75,331.58,488.08,357.87,72.00,121.37,97.99
23/02/2025 16:45:00,218.70,256.43,135.08,273.39,390.56,278.91,71.90,120.56,96.45
23/02/2025 17:00:00,218.90,256.78,135.27,274.77,391.38,279.50,71.60,120.62,97.39
23/02/2025 17:15:00,217.50,255.72,134.71,296.55,423.88,302.71,72.20,121.81,98.35
23/02/2025 17:30:00,332.80,344.68,83.79,347.00,511.21,374.83,71.60,121.60,98.18
23/02/2025 17:45:00,219.60,258.40,136.12,291.68,423.42,306.48,71.70,123.01,100.21
23/02/2025 18:00:00,334.70,346.16,84.15,295.57,427.67,309.55,71.60,122.78,100.02
23/02/2025 18:15:00,219.50,259.90,141.02,712.90,809.42,384.45,55.50,99.51,82.44
23/02/2025 18:30:00,219.10,258.39,136.12,295.38,427.16,309.19,55.60,99.47,82.41
23/02/2025 18:45:00,326.80,339.00,94.92,296.85,429.06,310.56,55.40,99.70,82.60
23/02/2025 19:00:00,221.10,263.81,143.14,344.04,514.64,382.05,55.50,99.66,82.56
23/02/2025 19:15:00,332.90,345.45,96.73,293.79,426.70,308.85,55.30,99.28,82.25
23/02/2025 19:30:00,220.70,262.08,142.20,299.92,428.69,306.15,55.60,99.22,82.20
23/02/2025 19:45:00,220.40,262.06,142.19,714.25,810.72,385.07,55.50,99.85,82.73
23/02/2025 20:00:00,221.50,264.84,143.70,290.24,421.34,304.97,55.60,99.66,82.57
23/02/2025 20:15:00,221.30,263.89,143.18,296.20,430.21,311.39,55.60,99.94,82.80
23/02/2025 20:30:00,329.60,343.12,96.07,656.83,730.50,318.42,55.30,99.42,82.37
23/02/2025 20:45:00,328.00,344.53,107.58,346.97,540.99,415.68,55.40,102.26,86.07
23/02/2025 21:00:00,218.90,266.22,152.38,232.21,341.25,250.21,55.80,103.30,86.94
23/02/2025 21:15:00,334.50,350.86,109.56,312.83,452.21,327.32,55.60,103.81,87.37
23/02/2025 21:30:00,219.40,267.84,153.30,313.50,454.12,328.69,55.70,104.16,88.33
23/02/2025 21:45:00,220.70,269.93,154.50,315.79,457.66,331.26,55.70,104.34,88.48
23/02/2025 22:00:00,218.70,253.51,129.36,261.66,322.80,189.30,55.50,87.32,67.10
23/02/2025 22:15:00,218.50,253.39,129.30,261.88,323.54,189.73,55.50,87.86,68.23
23/02/2025 22:30:00,330.20,342.97,96.03,304.59,385.56,236.39,55.30,87.51,67.96
23/02/2025 22:45:00,218.60,254.18,129.70,261.17,327.38,196.43,55.60,89.01,69.84
23/02/2025 23:00:00,219.60,255.77,130.52,626.82,658.89,205.74,55.50,89.09,69.90
23/02/2025 23:15:00,219.20,255.09,130.17,301.39,386.17,241.66,55.50,89.20,69.99
23/02/2025 23:30:00,219.50,254.95,130.10,250.78,314.17,188.50,55.50,89.20,69.99
23/02/2025 23:45:00,329.60,343.46,96.17,252.74,315.23,189.14,55.40,88.89,69.75
24/02/2025 0:00:00,220.10,255.74,130.50,256.76,320.49,192.29,55.50,88.70,68.88
24/02/2025 0:15:00,335.80,349.50,97.86,303.59,383.83,235.33,55.40,88.85,69.71
24/02/2025 0:30:00,220.50,256.51,130.90,254.05,316.64,189.98,55.60,89.63,70.32
24/02/2025 0:45:00,221.80,258.35,131.84,256.13,321.32,192.79,55.60,90.25,70.81
24/02/2025 1:00:00,328.30,342.97,96.03,292.27,375.17,234.77,55.50,90.95,72.07
24/02/2025 1:15:00,219.40,255.13,130.19,246.32,307.20,184.32,55.70,89.63,70.32
24/02/2025 1:30:00,333.30,346.65,97.06,608.67,634.04,177.53,55.40,89.28,70.05
24/02/2025 1:45:00,219.80,256.05,130.66,237.26,297.04,178.22,55.70,90.40,70.93
24/02/2025 2:00:00,221.00,257.32,131.31,252.08,336.11,222.32,55.70,89.74,70.41
24/02/2025 2:15:00,220.90,256.97,131.13,201.69,261.24,166.68,55.60,89.16,69.96
24/02/2025 2:30:00,221.30,258.13,131.72,200.83,265.41,172.50,55.60,89.47,70.20
24/02/2025 2:45:00,332.00,345.73,96.80,250.05,329.48,214.13,55.40,88.50,68.73
24/02/2025 3:00:00,220.00,255.96,130.61,201.43,261.60,166.91,55.70,88.62,68.82
24/02/2025 3:15:00,220.00,255.43,130.35,571.87,596.39,166.99,55.60,88.59,68.80
24/02/2025 3:30:00,218.80,254.30,129.77,201.72,263.12,167.88,55.60,88.82,68.98
24/02/2025 3:45:00,218.30,253.76,129.49,253.75,338.33,223.78,55.50,89.05,69.87
24/02/2025 4:00:00,325.30,338.77,94.86,198.57,261.96,170.25,55.40,88.96,69.80
24/02/2025 4:15:00,220.00,256.83,131.06,129.26,172.58,114.15,7.80,31.58,30.58
24/02/2025 4:30:00,332.30,345.65,96.78,174.70,236.99,159.40,7.50,31.50,30.58
24/02/2025 4:45:00,218.90,255.37,130.31,123.34,164.68,108.92,7.70,30.92,29.93
24/02/2025 5:00:00,218.30,253.68,129.45,507.98,529.37,148.22,7.60,31.04,30.13
24/02/2025 5:15:00,340.20,354.48,99.26,124.03,169.44,115.81,7.50,31.32,30.41
24/02/2025 5:30:00,235.80,273.97,139.81,708.95,815.34,402.01,7.00,31.55,30.78
24/02/2025 5:45:00,349.50,363.20,101.70,630.61,708.78,323.18,6.90,31.33,30.56
24/02/2025 6:00:00,586.80,604.58,146.98,606.59,688.63,327.08,6.90,30.44,29.63
24/02/2025 6:15:00,236.00,276.05,145.42,2627.80,2682.33,533.78,5728.30,5814.85,820.29
24/02/2025 6:30:00,243.60,286.84,151.10,2615.25,2667.51,530.83,5623.60,5710.12,1136.30
24/02/2025 6:45:00,244.60,287.81,151.61,2587.42,2613.55,368.69,5512.90,5590.75,788.67
24/02/2025 7:00:00,354.80,378.41,129.11,5556.57,5611.79,791.64,5511.80,5680.65,1380.99
24/02/2025 7:15:00,245.90,296.26,165.24,2803.67,2861.34,569.40,5605.90,5731.09,1140.47
24/02/2025 7:30:00,243.40,294.26,164.13,2682.65,2738.07,544.87,5519.80,5626.87,1119.73
24/02/2025 7:45:00,242.20,290.67,162.13,2729.85,2784.67,554.14,5518.80,5623.20,1119.00
24/02/2025 8:00:00,242.70,289.82,157.25,5624.50,5681.32,801.45,5534.90,5634.53,1121.26
24/02/2025 8:15:00,350.20,369.27,115.30,3124.48,3156.04,445.21,5549.80,5623.17,793.24
24/02/2025 8:30:00,247.20,291.48,153.55,2800.01,2856.49,568.43,5497.20,5566.00,785.18
24/02/2025 8:45:00,352.40,369.15,115.27,3132.42,3164.06,446.35,5553.90,5623.51,793.29
24/02/2025 9:00:00,238.60,280.81,147.93,3167.51,3199.73,451.38,5528.10,5595.60,789.36
24/02/2025 9:15:00,238.40,282.35,153.20,2713.54,2769.37,551.10,1856.80,1939.84,543.15
24/02/2025 9:30:00,343.70,359.74,100.73,2883.43,2942.95,585.64,1876.40,1957.89,548.21
24/02/2025 9:45:00,232.50,273.23,143.93,5342.85,5396.38,761.25,1905.70,1992.23,557.83
24/02/2025 10:00:00,345.40,360.23,100.86,2895.98,2955.08,588.05,1909.40,1998.91,559.69
24/02/2025 10:15:00,588.20,608.35,147.89,5777.93,5836.30,823.31,1993.10,2082.07,582.98
24/02/2025 10:30:00,235.80,279.12,151.45,2850.45,2908.85,578.85,6148.90,6322.83,1537.11
24/02/2025 10:45:00,236.30,280.26,152.07,2884.01,2942.87,585.62,6311.60,6483.19,1576.09
24/02/2025 11:00:00,234.90,278.25,150.97,2771.94,2828.96,562.96,6184.80,6355.96,1545.16
24/02/2025 11:15:00,2166.10,2245.20,628.66,2863.70,2922.59,581.59,6289.50,6430.50,1279.65
24/02/2025 11:30:00,2422.50,2473.68,492.25,2640.56,2693.77,536.05,10091.70,10253.87,2040.49
24/02/2025 11:45:00,2341.80,2388.84,475.37,2681.34,2736.73,544.60,9882.30,10002.90,1411.08
24/02/2025 12:00:00,2291.60,2333.15,464.29,2621.60,2674.88,532.29,7735.70,7856.78,1563.48
24/02/2025 12:15:00,2304.00,2346.82,467.01,2620.78,2673.38,532.00,7637.00,7737.82,1091.55
24/02/2025 12:30:00,2373.70,2433.04,484.17,2510.96,2562.65,509.96,7554.80,7647.98,1078.88
24/02/2025 12:45:00,2283.20,2333.04,464.27,2559.32,2611.55,519.69,7404.30,7521.10,1496.68
24/02/2025 13:00:00,2413.30,2475.25,601.75,2447.66,2497.84,497.06,7396.00,7518.96,1496.25
24/02/2025 13:15:00,2238.90,2290.08,455.72,2546.51,2598.93,517.18,7340.50,7508.52,1494.18
24/02/2025 13:30:00,2241.20,2292.54,456.21,5161.81,5214.84,735.64,3785.90,3914.07,951.53
24/02/2025 13:45:00,2243.30,2296.90,457.08,2471.74,2522.19,501.91,3808.70,3931.95,955.88
24/02/2025 14:00:00,2239.20,2291.51,456.00,2461.73,2511.29,499.74,3831.50,3978.86,1114.08
24/02/2025 14:15:00,360.10,376.80,105.50,2708.20,2763.25,549.88,3824.60,3995.99,1118.88
24/02/2025 14:30:00,246.90,290.22,152.88,2435.70,2510.12,610.22,5369.70,5576.75,1561.49
24/02/2025 14:45:00,2283.90,2369.01,663.32,5076.25,5180.76,1030.96,3905.80,4064.05,1137.93
24/02/2025 15:00:00,2579.80,2642.01,525.75,2524.50,2603.26,632.87,3884.40,4045.40,1132.71
24/02/2025 15:15:00,2204.30,2279.74,554.22,350.66,531.99,399.67,3887.50,4087.66,1276.37
24/02/2025 15:30:00,2283.70,2369.09,663.34,355.71,508.39,363.06,55.60,96.06,78.25
24/02/2025 15:45:00,2077.90,2152.55,523.29,404.88,603.84,448.27,55.50,96.50,78.61
24/02/2025 16:00:00,2166.90,2260.90,633.05,426.35,635.66,471.89,55.40,97.37,80.01
24/02/2025 16:15:00,2038.90,2110.94,513.18,379.58,541.80,386.92,55.40,95.83,78.06
24/02/2025 16:30:00,238.70,283.44,153.79,318.30,455.40,325.22,55.60,96.24,78.40
24/02/2025 16:45:00,238.60,288.77,161.06,365.64,546.65,405.81,55.60,97.50,80.11
24/02/2025 17:00:00,218.80,255.80,130.53,314.33,449.27,320.84,55.50,95.70,77.96
24/02/2025 17:15:00,331.00,342.74,83.32,314.99,456.51,330.42,55.30,96.71,79.46
24/02/2025 17:30:00,235.20,283.03,157.86,729.50,838.74,413.54,55.30,97.63,80.22
24/02/2025 17:45:00,235.20,281.58,152.78,693.71,770.78,335.98,55.20,97.76,80.99
24/02/2025 18:00:00,235.00,281.07,152.51,690.13,767.50,334.55,55.20,96.85,79.58
24/02/2025 18:15:00,233.30,280.28,156.33,380.29,559.71,410.38,55.20,96.66,79.42
24/02/2025 18:30:00,342.70,359.44,112.24,372.66,548.94,402.49,55.00,95.97,78.85
24/02/2025 18:45:00,237.20,284.65,158.77,325.98,464.54,331.74,55.20,97.21,79.87
24/02/2025 19:00:00,235.10,283.91,158.35,693.75,771.07,336.10,55.20,97.86,81.08
24/02/2025 19:15:00,234.50,283.04,157.87,412.77,580.90,409.07,55.30,97.76,80.32
24/02/2025 19:30:00,234.70,285.64,163.49,321.48,464.99,336.56,55.30,98.14,81.30
24/02/2025 19:45:00,236.50,288.40,165.07,326.97,468.02,334.24,55.30,98.20,81.36
24/02/2025 20:00:00,235.60,287.45,164.53,370.06,551.87,409.68,55.30,97.92,81.13
24/02/2025 20:15:00,343.70,363.37,113.46,321.62,465.89,337.21,55.20,98.96,81.99
24/02/2025 20:30:00,236.70,290.30,166.16,318.81,468.61,343.59,55.30,99.66,83.23
24/02/2025 20:45:00,236.40,294.24,176.54,312.17,473.92,356.04,55.20,102.43,86.21
24/02/2025 21:00:00,236.00,293.48,176.09,357.07,558.39,429.05,55.20,101.46,85.40
24/02/2025 21:15:00,235.10,291.59,171.00,309.67,468.74,352.15,55.20,101.08,84.42
24/02/2025 21:30:00,347.00,370.12,126.27,309.94,470.07,353.15,55.00,101.12,85.11
24/02/2025 21:45:00,234.60,275.14,144.94,679.37,730.74,268.59,55.10,87.63,68.05
24/02/2025 22:00:00,350.00,366.93,114.57,311.41,415.90,275.09,55.00,87.67,68.08
24/02/2025 22:15:00,234.70,275.86,145.32,310.23,412.72,272.99,55.20,88.47,69.42
24/02/2025 22:30:00,235.50,275.99,145.39,309.18,413.16,273.28,55.20,87.47,67.93
24/02/2025 22:45:00,342.90,359.41,112.22,362.88,484.53,320.49,55.00,87.47,67.93
24/02/2025 23:00:00,234.60,274.18,139.91,682.86,734.26,269.88,55.10,87.73,68.13
24/02/2025 23:15:00,348.00,363.66,101.82,313.72,418.29,276.67,55.00,87.73,68.13
24/02/2025 23:30:00,235.30,276.05,145.42,310.92,414.80,274.36,55.20,88.35,69.32
24/02/2025 23:45:00,235.60,276.63,145.72,356.48,482.19,324.33,55.10,88.54,69.47
25/02/2025 0:00:00,235.10,276.40,145.60,307.71,410.75,271.69,55.20,88.89,69.74
25/02/2025 0:15:00,236.10,276.40,145.60,309.59,412.09,272.57,55.40,89.09,69.90
25/02/2025 0:30:00,236.10,276.66,145.74,686.41,737.61,271.12,55.30,89.08,69.89
25/02/2025 0:45:00,236.40,277.13,145.99,308.78,412.40,272.78,55.50,89.16,69.95
25/02/2025 1:00:00,237.10,277.03,141.37,312.53,416.01,275.17,55.50,89.55,70.26
25/02/2025 1:15:00,235.60,276.33,145.57,694.98,747.75,274.84,55.50,90.29,71.54
25/02/2025 1:30:00,235.30,276.91,145.87,310.49,419.35,282.06,55.50,90.79,71.94
25/02/2025 1:45:00,345.50,361.55,101.23,362.68,491.26,330.43,55.20,89.36,70.11
25/02/2025 2:00:00,234.40,274.02,139.83,308.64,411.06,271.89,55.40,89.01,69.84
25/02/2025 2:15:00,345.80,361.62,101.25,312.23,417.22,275.97,55.10,88.97,69.81
25/02/2025 2:30:00,234.30,274.94,144.83,317.40,422.05,279.16,55.30,89.78,70.44
25/02/2025 2:45:00,234.40,274.92,144.82,305.69,412.64,277.55,55.40,89.82,70.47
25/02/2025 3:00:00,342.80,359.36,112.21,314.30,419.76,277.64,55.10,88.78,69.66
25/02/2025 3:15:00,234.50,272.80,139.21,317.38,417.61,271.41,55.20,87.48,67.93
25/02/2025 3:30:00,346.90,361.68,101.27,308.56,412.32,272.73,55.10,87.40,67.87
25/02/2025 3:45:00,234.50,273.81,139.72,215.27,284.16,184.68,7.40,30.67,29.78
25/02/2025 4:00:00,234.90,273.19,139.41,228.83,305.56,202.11,7.60,31.29,30.38
25/02/2025 4:15:00,235.00,273.61,139.62,209.95,282.57,190.06,7.50,31.23,30.31
25/02/2025 4:30:00,234.60,274.15,139.90,318.18,436.32,298.20,7.40,31.13,30.22
25/02/2025 4:45:00,346.30,361.59,101.24,390.72,558.63,398.94,6.90,30.55,29.73
25/02/2025 5:00:00,233.70,272.83,139.22,228.03,302.91,200.36,7.40,30.51,29.62
25/02/2025 5:15:00,231.80,269.20,137.37,236.56,311.95,202.74,7.30,30.28,29.40
25/02/2025 5:30:00,233.90,271.92,138.76,282.97,392.79,272.59,7.40,30.94,30.04
25/02/2025 5:45:00,233.80,272.07,138.83,232.52,309.58,204.77,7.40,30.59,29.70
25/02/2025 6:00:00,343.70,358.18,100.29,587.72,626.14,213.62,7.10,30.62,29.80
25/02/2025 6:15:00,233.40,272.18,138.89,283.64,388.10,265.24,7.30,30.61,29.71
25/02/2025 6:30:00,4396.10,4463.77,888.28,682.33,793.41,404.87,6.70,31.01,30.25
25/02/2025 6:45:00,4296.80,4401.24,875.83,680.02,810.45,439.74,6.50,32.21,31.56
25/02/2025 7:00:00,4353.40,4442.62,884.07,724.38,872.07,486.41,1.30,30.87,30.85
25/02/2025 7:15:00,4385.80,4483.73,892.25,670.39,788.70,415.47,33.70,39.99,21.70
25/02/2025 7:30:00,4416.30,4464.46,629.79,717.26,863.28,481.50,32.90,39.05,21.19
25/02/2025 7:45:00,4197.50,4269.66,849.65,728.37,867.79,470.85,33.40,40.01,22.31
25/02/2025 8:00:00,4267.20,4349.26,865.49,719.73,867.14,483.66,33.50,40.39,22.53
25/02/2025 8:15:00,4174.90,4253.21,846.38,726.90,876.23,488.73,33.50,40.44,22.56
25/02/2025 8:30:00,4433.60,4515.99,898.67,720.12,857.96,465.52,33.20,40.18,22.41
25/02/2025 8:45:00,2485.10,2532.29,503.92,716.11,863.23,481.48,33.30,40.36,23.10
25/02/2025 9:00:00,4379.60,4446.24,627.22,754.41,887.32,467.42,32.90,39.70,22.14
25/02/2025 9:15:00,4429.00,4497.65,895.02,1117.62,1214.35,475.93,33.30,40.29,22.47
25/02/2025 9:30:00,4506.10,4583.22,912.05,711.04,827.47,422.25,33.20,39.99,22.30
25/02/2025 9:45:00,4551.50,4645.63,924.47,759.15,894.01,470.95,33.10,40.02,22.32
25/02/2025 10:00:00,4578.40,4660.39,927.41,757.34,900.70,488.71,33.00,39.81,22.21
25/02/2025 10:15:00,4666.70,4737.62,668.32,756.46,901.22,488.99,33.00,39.64,22.11
25/02/2025 10:30:00,263.20,307.72,157.03,301.77,407.12,273.83,33.90,40.49,21.97
25/02/2025 10:45:00,258.70,306.88,166.51,5589.39,5703.69,1135.02,33.10,41.06,24.08
25/02/2025 11:00:00,260.20,306.50,161.46,2628.41,2682.28,533.77,33.60,40.89,23.40
25/02/2025 11:15:00,260.50,305.66,161.01,2594.83,2648.46,527.04,3998.00,4118.46,1001.22
25/02/2025 11:30:00,370.50,386.98,108.35,2498.25,2549.46,507.34,2076.20,2175.48,679.29
25/02/2025 11:45:00,263.30,305.42,155.85,2501.10,2552.14,507.87,2064.60,2155.20,603.46
25/02/2025 12:00:00,258.50,298.52,147.19,5704.85,5763.36,813.02,2049.40,2135.38,597.91
25/02/2025 12:15:00,616.00,636.30,154.69,2542.76,2593.98,516.20,2024.20,2110.31,590.89
25/02/2025 12:30:00,265.10,308.58,157.47,2536.02,2586.88,514.78,2016.00,2101.13,588.32
25/02/2025 12:45:00,358.90,372.49,104.30,2467.41,2517.99,501.07,3610.90,3730.67,906.94
25/02/2025 13:00:00,259.00,303.31,159.78,5435.81,5490.72,774.56,3461.40,3602.44,1008.68
25/02/2025 13:15:00,368.40,382.17,107.01,2531.00,2583.55,514.12,2006.20,2096.50,587.02
25/02/2025 13:30:00,255.50,299.83,157.94,5363.09,5471.64,1088.84,1977.00,2096.02,715.11
25/02/2025 13:45:00,259.30,304.75,160.54,2400.85,2474.19,601.49,1963.40,2081.07,710.01
25/02/2025 14:00:00,251.30,292.05,149.03,5321.45,5430.94,1080.74,1936.30,2041.64,637.50
25/02/2025 14:15:00,254.80,295.68,150.89,2428.96,2503.63,608.64,1972.00,2073.65,647.50
25/02/2025 14:30:00,365.40,382.78,119.52,5710.68,5768.37,813.73,7.00,33.23,32.49
25/02/2025 14:45:00,254.70,298.58,157.28,2348.17,2421.92,588.78,7.60,32.60,31.73
25/02/2025 15:00:00,255.00,303.33,164.58,316.37,433.61,296.35,8.00,32.54,31.51
25/02/2025 15:15:00,258.00,307.35,166.77,268.00,347.36,221.63,7.90,32.48,31.53
