Time,PR,SR,QR,PS,SS,QS,PT,ST,QT
25/02/2025 15:30:00,252.20,301.22,163.44,259.09,335.80,214.25,7.70,32.16,31.22
25/02/2025 15:45:00,361.30,381.64,119.17,257.92,339.13,220.41,7.50,31.77,30.84
25/02/2025 16:00:00,269.10,325.75,181.69,776.32,862.12,375.79,56.30,95.68,77.25
25/02/2025 16:15:00,384.70,410.68,140.11,786.72,884.88,403.47,55.40,96.05,78.25
25/02/2025 16:30:00,268.20,325.78,186.46,776.19,882.03,418.94,55.60,95.70,77.96
25/02/2025 16:45:00,268.40,326.03,186.61,770.34,865.78,394.76,55.50,95.76,78.01
25/02/2025 17:00:00,272.30,329.10,183.56,405.17,555.94,379.96,55.50,93.83,75.76
25/02/2025 17:15:00,269.80,330.28,189.04,402.32,558.55,387.62,55.50,95.50,77.80
25/02/2025 17:30:00,381.80,402.84,125.79,351.39,468.06,309.59,55.40,93.69,75.64
25/02/2025 17:45:00,268.90,326.88,187.10,397.68,553.48,384.10,55.60,94.74,76.49
25/02/2025 18:00:00,268.80,328.09,187.79,403.02,560.67,389.09,55.40,94.70,76.46
25/02/2025 18:15:00,267.30,322.79,180.04,397.50,551.86,382.98,55.60,93.19,74.55
25/02/2025 18:30:00,269.60,326.36,182.03,409.67,560.27,382.92,55.50,93.75,75.69
25/02/2025 18:45:00,376.30,399.73,136.38,406.60,564.49,391.74,55.30,94.26,76.11
25/02/2025 19:00:00,268.50,327.18,187.27,400.14,555.05,385.19,55.50,94.30,76.14
25/02/2025 19:15:00,384.90,408.82,139.48,404.06,560.73,389.13,55.10,94.13,76.00
25/02/2025 19:30:00,269.10,329.17,188.41,402.22,558.64,387.68,55.30,94.83,77.25
25/02/2025 19:45:00,267.20,326.92,187.12,731.32,804.12,333.39,55.20,94.49,76.97
25/02/2025 20:00:00,271.40,335.19,196.57,365.02,494.19,332.40,55.30,95.08,77.45
25/02/2025 20:15:00,268.20,313.14,159.79,414.22,530.36,331.89,55.20,86.29,66.30
25/02/2025 20:30:00,382.00,400.82,125.15,368.00,459.77,275.86,55.10,86.04,66.11
25/02/2025 20:45:00,269.50,314.36,160.42,409.01,524.14,328.00,55.30,86.69,66.61
25/02/2025 21:00:00,270.70,315.87,161.19,404.30,519.26,324.94,55.20,86.53,66.49
25/02/2025 21:15:00,270.00,316.05,166.49,405.00,519.46,325.07,55.20,86.25,66.27
25/02/2025 21:30:00,269.60,315.90,166.41,400.44,512.92,320.97,55.20,86.24,66.26
25/02/2025 21:45:00,378.90,396.78,123.89,776.46,843.04,330.40,55.00,86.31,66.32
25/02/2025 22:00:00,270.00,315.58,161.04,400.61,513.84,321.55,55.20,86.43,66.41
25/02/2025 22:15:00,271.20,317.27,167.13,369.39,462.44,277.46,55.30,86.81,66.71
25/02/2025 22:30:00,268.50,314.60,165.73,385.71,494.50,309.45,55.10,86.20,66.23
25/02/2025 22:45:00,269.90,315.74,166.33,390.99,502.42,314.41,55.20,86.61,66.55
25/02/2025 23:00:00,375.70,394.44,123.17,391.33,502.17,314.25,55.10,87.11,67.65
25/02/2025 23:15:00,269.90,317.86,167.44,389.86,500.98,313.50,55.20,87.34,67.83
25/02/2025 23:30:00,383.70,402.75,125.76,389.86,499.82,312.78,55.00,87.15,67.68
25/02/2025 23:45:00,269.80,316.84,166.91,348.03,435.73,261.44,55.30,86.65,66.58
26/02/2025 0:00:00,269.70,315.74,166.33,345.43,432.71,259.62,55.20,86.69,66.61
26/02/2025 0:15:00,269.60,315.55,166.22,386.42,496.34,310.60,55.20,87.11,67.65
26/02/2025 0:30:00,270.90,316.47,161.49,341.06,425.63,255.38,55.20,86.56,66.51
26/02/2025 0:45:00,381.90,399.69,111.91,334.22,418.24,250.95,55.10,86.91,67.49
26/02/2025 1:00:00,270.50,315.77,161.13,337.94,423.35,254.01,55.20,87.07,67.62
26/02/2025 1:15:00,271.40,315.94,161.22,387.76,497.82,311.52,55.20,86.98,67.55
26/02/2025 1:30:00,271.30,319.41,168.26,338.69,427.79,262.28,55.30,88.14,68.45
26/02/2025 1:45:00,270.60,318.44,167.75,336.41,425.38,260.80,55.20,87.60,68.03
26/02/2025 2:00:00,378.70,396.84,123.91,381.33,488.18,305.49,55.00,87.44,67.91
26/02/2025 2:15:00,269.80,316.18,166.56,342.39,427.52,256.51,55.30,87.33,67.82
26/02/2025 2:30:00,387.10,405.36,126.57,340.67,426.77,256.06,55.10,87.40,67.88
26/02/2025 2:45:00,270.90,322.76,175.12,335.50,430.59,269.45,55.60,90.33,70.87
26/02/2025 3:00:00,270.90,322.20,174.82,333.11,427.06,267.25,55.60,89.47,70.20
26/02/2025 3:15:00,269.60,318.74,167.90,337.90,427.95,262.38,55.60,88.82,68.98
26/02/2025 3:30:00,268.90,319.01,173.09,333.38,422.46,259.01,55.50,89.20,69.99
26/02/2025 3:45:00,381.70,401.15,125.26,389.47,499.78,312.75,55.20,87.78,68.17
26/02/2025 4:00:00,268.60,315.78,166.35,343.96,429.50,257.70,55.40,87.40,67.88
26/02/2025 4:15:00,268.40,314.08,165.45,329.33,415.74,254.89,55.40,87.06,66.89
26/02/2025 4:30:00,276.10,326.82,177.33,219.36,276.76,169.68,7.60,31.02,30.11
26/02/2025 4:45:00,250.40,291.99,149.00,813.38,924.52,439.12,7.00,31.01,30.18
26/02/2025 5:00:00,360.10,375.45,105.12,436.00,605.33,420.08,7.00,30.73,29.90
26/02/2025 5:15:00,251.70,292.70,149.36,440.90,613.49,425.75,7.10,30.53,29.71
26/02/2025 5:30:00,252.90,292.83,149.43,398.91,587.31,430.63,7.20,30.78,29.95
26/02/2025 5:45:00,253.00,293.21,149.62,398.86,586.11,429.74,7.20,30.16,29.28
26/02/2025 6:00:00,1848.40,1910.75,464.51,724.85,851.86,448.75,7.00,31.53,30.76
26/02/2025 6:15:00,4435.50,4524.47,900.36,5686.51,5744.40,810.35,3938.20,4024.10,800.79
26/02/2025 6:30:00,4402.60,4472.26,889.97,2845.71,2904.02,577.89,5707.20,5796.37,1153.46
26/02/2025 6:45:00,4517.60,4620.90,919.55,2725.48,2780.42,553.30,5627.90,5743.84,1143.01
26/02/2025 7:00:00,4401.30,4496.82,894.86,2754.29,2809.82,559.15,5595.60,5708.99,1136.07
26/02/2025 7:15:00,4368.20,4422.66,623.89,2862.18,2920.59,581.19,5577.70,5674.33,1129.18
26/02/2025 7:30:00,4483.90,4542.30,640.77,3125.51,3156.41,445.27,5484.30,5577.15,1109.84
26/02/2025 7:45:00,4367.20,4435.04,882.56,2800.34,2857.71,568.68,5537.80,5632.01,1120.76
26/02/2025 8:00:00,4601.70,4675.52,930.42,5805.99,5864.19,827.25,5626.70,5767.68,1147.75
26/02/2025 8:15:00,4435.80,4519.53,899.38,3157.43,3189.77,449.97,3870.10,3977.41,966.93
26/02/2025 8:30:00,4459.80,4503.09,635.24,4684.63,4732.17,667.55,3876.90,3975.40,791.09
26/02/2025 8:45:00,4409.60,4444.48,626.97,2894.82,2954.57,587.95,3861.40,3933.14,782.69
26/02/2025 9:00:00,4461.00,4546.79,904.80,2864.97,2923.21,581.71,6005.40,6140.56,1221.96
26/02/2025 9:15:00,4657.90,4749.92,945.22,2849.47,2908.74,578.83,4041.40,4156.26,1010.41
26/02/2025 9:30:00,4564.30,4600.37,648.96,2848.24,2905.47,578.18,4154.60,4246.49,845.04
26/02/2025 9:45:00,4711.40,4797.12,954.61,2961.77,3022.21,601.41,2110.70,2179.00,529.72
26/02/2025 10:00:00,251.00,293.86,154.80,5469.18,5580.35,1110.47,2117.40,2190.81,532.60
26/02/2025 10:15:00,250.00,292.69,154.19,5550.13,5605.97,790.82,2116.10,2191.57,532.78
26/02/2025 10:30:00,360.10,377.15,117.77,2511.23,2588.22,629.21,2117.90,2193.56,533.26
26/02/2025 10:45:00,238.60,279.54,147.26,2540.99,2620.26,637.00,2163.50,2239.66,544.47
26/02/2025 11:00:00,349.50,363.08,101.66,2503.49,2580.47,627.32,2151.30,2232.51,625.10
26/02/2025 11:15:00,237.60,276.76,141.23,2585.74,2639.42,525.24,2240.30,2323.30,650.53
26/02/2025 11:30:00,242.90,282.78,144.30,2686.88,2740.82,545.42,2259.90,2329.61,566.34
26/02/2025 11:45:00,237.90,274.42,135.30,2635.57,2690.03,535.31,2209.80,2276.53,553.43
26/02/2025 12:00:00,238.90,275.77,135.97,2646.56,2700.12,537.32,3972.80,4079.46,991.74
26/02/2025 12:15:00,238.50,274.76,135.47,2517.78,2570.06,511.43,2225.40,2291.45,557.06
26/02/2025 12:30:00,366.40,380.88,106.65,2388.29,2463.07,598.78,4061.40,4169.01,1013.51
26/02/2025 12:45:00,366.40,380.88,106.65,2388.29,2463.07,598.78,4061.40,4169.01,1013.51
26/02/2025 13:00:00,360.80,375.53,105.15,2460.05,2536.37,616.60,4032.60,4171.37,1014.08
26/02/2025 13:15:00,366.40,380.88,106.65,2388.29,2463.07,598.78,4061.40,4169.01,1013.51
26/02/2025 13:30:00,360.80,375.53,105.15,2460.05,2536.37,616.60,4032.60,4171.37,1014.08
26/02/2025 13:45:00,257.00,299.66,152.92,2399.65,2473.41,601.30,4058.00,4157.79,827.39
26/02/2025 14:00:00,371.60,385.04,93.60,2472.03,2548.94,619.66,4066.90,4213.16,1024.24
26/02/2025 14:15:00,256.60,300.02,153.10,2247.74,2341.86,655.72,4062.30,4161.23,828.07
26/02/2025 14:30:00,254.60,298.89,157.45,2252.11,2345.71,656.80,4078.70,4215.90,1024.91
26/02/2025 14:45:00,252.40,300.21,162.89,5175.19,5279.65,1050.64,54.30,97.26,80.58
26/02/2025 15:00:00,253.20,301.01,163.32,4798.77,4897.62,974.61,53.00,97.26,81.86
26/02/2025 15:15:00,252.80,301.01,163.32,4770.03,4918.48,1195.71,53.00,97.03,81.03
26/02/2025 15:30:00,254.10,302.17,163.95,2266.13,2361.48,661.21,53.50,98.26,82.70
26/02/2025 15:45:00,252.40,300.21,162.89,5175.19,5279.65,1050.64,54.30,97.26,80.58
26/02/2025 16:00:00,252.80,300.90,163.27,4846.39,4946.22,984.28,52.90,97.03,81.03
26/02/2025 16:15:00,253.30,298.17,157.07,2303.86,2400.78,672.22,53.30,95.54,79.16
26/02/2025 16:30:00,362.70,377.58,105.72,707.10,769.05,301.40,53.00,95.74,79.95
26/02/2025 16:45:00,254.20,299.59,157.82,333.48,439.96,285.94,51.60,93.57,78.14
26/02/2025 17:00:00,254.10,296.60,151.35,412.69,550.49,364.11,52.10,91.57,75.23
26/02/2025 17:15:00,253.10,297.32,156.62,727.45,790.24,309.71,50.70,92.07,76.89
26/02/2025 17:30:00,243.20,285.08,150.17,362.94,477.55,310.37,53.20,93.26,76.63
26/02/2025 17:45:00,349.20,365.03,102.21,358.61,472.08,306.82,53.60,93.27,76.64
26/02/2025 18:00:00,242.10,287.60,156.05,404.60,555.17,379.43,53.00,94.60,78.37
26/02/2025 18:15:00,355.40,371.15,103.92,351.78,469.28,310.40,51.60,93.32,77.94
26/02/2025 18:30:00,243.70,289.25,156.94,352.09,468.52,309.90,52.30,94.06,77.93
26/02/2025 18:45:00,244.50,291.16,157.98,399.10,554.53,384.83,52.30,95.09,79.41
26/02/2025 19:00:00,242.40,287.98,156.25,347.21,469.43,315.74,52.20,94.37,78.81
26/02/2025 19:15:00,242.90,289.67,157.17,350.12,472.91,318.08,52.20,95.82,80.64
26/02/2025 19:30:00,352.70,370.24,115.61,395.67,513.86,327.86,52.70,86.74,68.74
26/02/2025 19:45:00,241.60,280.92,143.35,349.62,442.33,271.20,52.70,86.66,68.67
26/02/2025 20:00:00,241.60,281.78,143.79,356.32,451.50,276.82,52.70,86.49,68.53
26/02/2025 20:15:00,240.70,281.10,143.44,406.28,521.11,326.10,52.60,86.41,68.47
26/02/2025 20:30:00,240.60,279.66,142.71,352.96,445.85,273.36,52.70,86.54,68.58
26/02/2025 20:45:00,349.90,366.42,114.42,354.78,449.09,275.34,52.40,86.85,69.48
26/02/2025 21:00:00,241.10,281.88,143.84,355.10,450.43,276.16,52.60,87.32,69.86
26/02/2025 21:15:00,354.70,369.71,103.52,402.60,517.08,323.58,52.30,86.51,69.20
26/02/2025 21:30:00,241.00,278.75,142.25,349.58,441.58,270.73,52.70,86.85,68.82
26/02/2025 21:45:00,241.80,281.21,143.50,347.57,446.30,279.29,53.00,87.78,70.22
26/02/2025 22:00:00,243.90,285.15,145.51,758.51,823.30,322.67,52.80,88.44,70.76
26/02/2025 22:15:00,241.60,280.95,143.37,329.20,417.41,255.92,53.00,87.75,70.20
26/02/2025 22:30:00,353.50,369.52,103.46,303.46,395.04,252.05,52.90,87.32,69.19
26/02/2025 22:45:00,241.40,280.46,143.12,351.09,468.12,309.63,52.90,87.58,70.07
26/02/2025 23:00:00,241.50,282.07,143.94,331.35,418.75,256.74,52.70,87.71,70.16
26/02/2025 23:15:00,240.00,279.23,142.49,335.27,424.39,260.20,52.30,87.59,70.07
26/02/2025 23:30:00,240.50,278.79,142.26,330.12,417.18,255.78,52.00,86.97,69.58
26/02/2025 23:45:00,348.50,363.79,101.86,399.04,506.27,310.40,51.80,87.28,70.47
27/02/2025 0:00:00,240.20,278.68,142.21,387.00,495.92,310.34,52.00,87.24,69.79
27/02/2025 0:15:00,355.60,370.75,103.81,389.13,498.65,312.05,51.90,87.36,70.53
27/02/2025 0:30:00,241.80,281.00,143.39,375.45,486.68,310.52,51.90,87.36,70.53
27/02/2025 0:45:00,241.00,278.95,142.35,380.82,487.31,304.95,51.50,87.28,70.47
27/02/2025 1:00:00,241.20,279.07,142.41,380.82,489.39,306.25,51.60,87.24,70.44
27/02/2025 1:15:00,241.30,282.65,148.90,329.16,421.31,263.64,52.10,89.90,73.23
27/02/2025 1:30:00,352.90,370.92,115.82,331.53,424.35,265.55,51.10,90.52,74.99
27/02/2025 1:45:00,241.10,281.09,143.44,377.41,490.14,312.73,51.80,88.47,71.43
27/02/2025 2:00:00,240.90,279.00,142.37,330.16,417.70,256.09,51.50,87.23,70.43
27/02/2025 2:15:00,242.00,280.75,143.26,332.42,419.86,257.42,50.50,87.66,71.41
27/02/2025 2:30:00,240.70,279.35,142.55,333.96,423.65,259.75,51.40,87.73,70.84
27/02/2025 2:45:00,349.60,366.09,114.31,380.48,493.90,315.13,50.50,88.66,72.85
27/02/2025 3:00:00,240.70,281.28,143.53,333.52,421.95,258.70,51.40,88.70,72.26
27/02/2025 3:15:00,351.30,367.55,102.91,294.98,392.38,259.53,51.50,88.43,72.04
27/02/2025 3:30:00,241.50,280.28,143.03,378.66,491.31,313.48,52.40,87.70,70.16
27/02/2025 3:45:00,240.20,278.65,142.19,330.12,418.10,256.34,53.10,87.82,70.26
27/02/2025 4:00:00,346.00,361.32,101.17,700.83,745.79,254.44,53.40,87.55,69.38
27/02/2025 4:15:00,241.00,280.68,143.23,168.26,204.74,117.19,6.80,31.37,30.60
27/02/2025 4:30:00,352.90,367.06,102.78,215.42,270.19,162.11,6.80,31.14,30.38
27/02/2025 4:45:00,240.00,278.51,142.12,215.04,268.12,160.87,7.10,31.08,30.24
27/02/2025 5:00:00,239.40,276.52,136.34,331.89,425.96,266.56,7.10,32.08,31.30
27/02/2025 5:15:00,240.40,277.51,136.82,770.68,886.30,436.99,6.70,31.75,31.05
27/02/2025 5:30:00,239.00,275.71,135.94,369.52,492.01,325.44,7.10,31.44,30.60
27/02/2025 5:45:00,351.50,365.25,102.27,291.00,393.24,264.50,6.90,31.21,30.44
27/02/2025 6:00:00,238.30,276.38,141.03,4939.20,5039.10,1002.77,7329.10,7517.44,1827.53
27/02/2025 6:15:00,239.80,288.47,160.90,2461.46,2537.36,616.84,7707.10,7909.47,1922.83
27/02/2025 6:30:00,2249.50,2308.71,561.26,2524.87,2575.26,512.47,7748.20,7925.24,1577.10
27/02/2025 6:45:00,2304.40,2360.17,469.67,2546.21,2624.73,638.09,7715.50,7871.05,1566.32
27/02/2025 7:00:00,2462.80,2534.33,616.11,2605.26,2658.20,528.97,7627.20,7792.99,1550.78
27/02/2025 7:15:00,2440.30,2513.31,611.00,2684.19,2738.97,545.05,7652.20,7846.57,1561.45
27/02/2025 7:30:00,2348.00,2403.31,478.25,2567.77,2647.42,643.60,7593.20,7793.19,1894.56
27/02/2025 7:45:00,2319.00,2375.26,472.67,5386.19,5497.02,1093.89,2033.60,2122.67,594.35
27/02/2025 8:00:00,2313.60,2367.60,471.15,2548.88,2626.57,638.53,1999.20,2085.47,583.93
27/02/2025 8:15:00,2662.60,2703.27,537.94,2513.75,2565.51,510.53,2000.70,2079.81,582.35
27/02/2025 8:30:00,2337.50,2385.65,474.74,2549.39,2600.74,517.54,3763.70,3897.52,947.51
27/02/2025 8:45:00,2473.70,2532.91,504.04,2644.59,2699.24,537.14,5913.70,6029.75,1199.91
27/02/2025 9:00:00,2344.20,2398.86,477.37,2985.73,3046.43,606.23,7.30,33.26,32.45
27/02/2025 9:15:00,2360.00,2416.50,480.88,2622.41,2676.16,532.55,7.40,33.00,32.20
27/02/2025 9:30:00,2397.60,2456.71,488.88,2606.82,2686.76,653.16,7.40,33.28,32.46
27/02/2025 9:45:00,2346.10,2405.88,478.76,2576.34,2628.23,523.01,7.40,33.06,32.25
27/02/2025 10:00:00,2344.20,2398.86,477.37,2985.73,3046.43,606.23,7.30,33.26,32.45
27/02/2025 10:15:00,2360.00,2416.50,480.88,2622.41,2676.16,532.55,7.40,33.00,32.20
27/02/2025 10:30:00,2358.50,2418.62,481.30,2659.59,2714.10,540.10,7.40,33.45,32.63
27/02/2025 10:45:00,2366.60,2423.93,482.36,2742.56,2799.22,557.04,6.70,33.05,32.38
27/02/2025 11:00:00,2378.80,2435.97,484.75,2599.95,2680.36,651.61,6.90,32.82,32.08
27/02/2025 11:15:00,2569.10,2640.01,641.80,5044.89,5096.07,718.89,5.90,33.77,33.28
27/02/2025 11:30:00,2569.10,2640.01,641.80,5044.89,5096.07,718.89,5.90,33.77,33.28
27/02/2025 11:45:00,2421.60,2484.09,603.89,5793.47,5852.22,825.56,74.40,89.42,49.87
27/02/2025 12:00:00,2298.40,2350.04,467.65,2872.60,2931.67,583.40,75.00,89.38,48.49
27/02/2025 12:15:00,2427.70,2494.05,606.32,5467.27,5521.82,778.95,74.70,89.97,50.18
27/02/2025 12:30:00,2419.90,2487.06,604.62,5505.43,5561.04,784.48,74.50,89.32,49.82
27/02/2025 12:45:00,2421.60,2484.09,603.89,5793.47,5852.22,825.56,74.40,89.42,49.87
27/02/2025 13:00:00,2298.40,2350.04,467.65,2872.60,2931.67,583.40,75.00,89.38,48.49
27/02/2025 13:15:00,2307.10,2358.45,469.33,2867.22,2924.83,582.03,74.90,89.30,48.45
27/02/2025 13:30:00,2378.50,2444.60,594.29,5546.08,5603.00,790.40,74.70,89.43,48.53
27/02/2025 13:45:00,2306.60,2359.84,469.60,2777.52,2835.12,564.18,75.10,90.01,50.20
27/02/2025 14:00:00,2413.50,2484.48,603.99,5211.77,5317.68,1058.21,74.90,90.32,50.38
27/02/2025 14:15:00,280.30,325.30,166.00,2433.75,2509.47,610.07,75.70,90.86,50.68
27/02/2025 14:30:00,394.20,415.53,129.75,2457.83,2533.39,615.88,75.90,91.18,50.86
27/02/2025 14:45:00,279.40,328.84,173.23,2430.06,2478.74,493.26,75.40,89.09,46.93
27/02/2025 15:00:00,277.70,330.08,179.10,2257.83,2327.20,565.75,7.40,32.90,32.10
27/02/2025 15:15:00,390.40,409.41,127.84,4926.29,5025.68,1000.10,6.80,34.06,33.37
27/02/2025 15:30:00,271.40,325.59,181.60,386.44,529.36,361.79,7.70,33.20,32.31
27/02/2025 15:45:00,381.20,399.97,124.89,720.53,782.03,306.49,54.00,95.71,79.29
27/02/2025 16:00:00,268.60,318.80,172.97,348.38,458.40,297.92,55.20,96.04,78.91
27/02/2025 16:15:00,382.80,403.18,125.89,394.00,539.05,368.41,55.50,95.49,77.79
27/02/2025 16:30:00,267.80,320.77,178.92,339.47,452.17,299.08,55.30,95.95,78.16
27/02/2025 16:45:00,382.30,404.50,126.30,339.23,451.16,298.42,55.20,97.10,79.78
27/02/2025 17:00:00,252.70,297.80,156.88,396.88,543.22,371.26,55.30,95.55,77.84
27/02/2025 17:15:00,252.20,297.82,156.89,339.32,451.97,298.95,55.20,96.10,78.96
27/02/2025 17:30:00,361.80,375.33,105.09,345.58,454.26,295.23,55.20,95.49,77.79
27/02/2025 17:45:00,253.00,296.89,156.40,340.07,453.65,300.06,55.20,95.53,77.82
27/02/2025 18:00:00,254.40,303.68,164.77,338.26,455.95,306.68,55.10,95.68,77.94
27/02/2025 18:15:00,253.30,301.19,163.42,340.36,453.13,299.72,55.20,95.20,77.55
27/02/2025 18:30:00,253.90,302.99,164.40,346.27,462.62,305.99,55.20,95.49,77.78
27/02/2025 18:45:00,365.30,382.68,119.49,392.13,544.63,377.96,55.00,95.95,78.84
27/02/2025 19:00:00,367.90,385.30,120.31,387.50,538.43,373.66,55.10,95.80,78.04
27/02/2025 19:15:00,364.70,382.49,119.43,392.47,546.02,378.92,55.00,96.07,78.94
27/02/2025 19:30:00,253.50,304.78,169.99,336.02,453.16,304.80,55.30,96.36,79.18
27/02/2025 19:45:00,251.70,304.78,170.00,391.65,558.81,399.07,55.30,98.90,81.94
27/02/2025 20:00:00,254.60,311.29,178.17,389.67,565.43,409.26,55.30,101.04,84.39
27/02/2025 20:15:00,254.30,311.48,178.28,390.40,566.49,410.03,55.20,100.24,83.72
27/02/2025 20:30:00,358.70,380.61,129.86,340.22,472.29,327.76,55.00,100.22,83.70
27/02/2025 20:45:00,252.20,310.92,182.33,340.25,524.15,398.32,55.10,100.08,83.58
27/02/2025 21:00:00,366.30,389.38,132.85,345.94,531.06,403.57,55.00,101.63,85.54
27/02/2025 21:15:00,254.50,314.43,184.39,343.28,537.08,412.68,55.20,101.38,85.33
27/02/2025 21:30:00,254.60,315.42,184.97,290.61,433.29,321.65,55.20,101.77,85.66
27/02/2025 21:45:00,254.00,314.69,184.54,353.74,543.29,412.87,55.10,101.89,85.76
27/02/2025 22:00:00,255.30,318.92,191.35,394.27,578.66,424.28,55.20,103.42,87.70
27/02/2025 22:15:00,363.00,389.64,143.22,356.69,557.33,428.24,55.00,104.26,88.42
27/02/2025 22:30:00,253.30,318.96,195.56,345.76,549.52,426.75,55.20,104.86,88.92
27/02/2025 22:45:00,368.10,393.47,134.24,347.57,543.78,417.83,55.00,104.35,88.49
27/02/2025 23:00:00,252.90,318.64,195.36,353.55,560.50,435.28,55.20,104.71,88.79
27/02/2025 23:15:00,253.60,319.61,195.96,675.21,758.43,345.82,55.10,104.95,89.00
27/02/2025 23:30:00,254.30,320.86,196.72,299.96,461.71,350.87,55.10,105.36,90.00
27/02/2025 23:45:00,251.20,291.80,148.90,339.02,457.91,307.99,54.90,88.65,69.56
28/02/2025 0:00:00,362.20,376.35,105.38,296.47,389.87,253.38,54.80,88.61,69.53
28/02/2025 0:15:00,252.70,294.44,150.25,294.62,388.56,252.54,55.00,88.88,69.74
28/02/2025 0:30:00,251.50,292.61,149.32,291.69,384.71,250.03,55.00,88.77,69.65
28/02/2025 0:45:00,253.40,295.71,150.90,344.66,464.62,312.51,55.00,89.08,69.89
28/02/2025 1:00:00,252.00,293.93,149.99,691.55,743.60,273.32,55.00,89.54,70.95
28/02/2025 1:15:00,359.20,374.26,104.79,333.22,421.12,258.19,54.90,89.35,70.80
28/02/2025 1:30:00,253.40,295.65,150.87,378.12,492.20,314.05,55.10,89.28,70.05
28/02/2025 1:45:00,366.10,380.82,106.63,332.73,420.49,257.80,55.00,89.70,71.08
28/02/2025 2:00:00,253.10,295.46,150.77,330.34,418.61,256.65,55.00,89.28,70.05
28/02/2025 2:15:00,254.10,295.72,150.90,330.34,418.38,256.51,55.10,89.16,69.95
28/02/2025 2:30:00,256.70,301.61,158.88,380.04,493.10,314.62,55.10,90.50,71.71
28/02/2025 2:45:00,254.60,298.38,157.18,699.91,743.44,253.64,55.00,89.50,70.92
28/02/2025 3:00:00,362.10,377.55,105.71,330.05,417.79,256.15,54.90,88.55,69.48
28/02/2025 3:15:00,253.00,294.65,150.36,387.35,495.92,310.34,55.10,89.27,70.04
28/02/2025 3:30:00,363.50,379.16,106.17,332.49,421.33,258.32,55.00,89.61,71.01
28/02/2025 3:45:00,251.50,294.61,155.19,333.70,422.63,259.12,55.20,89.91,71.25
28/02/2025 4:00:00,253.50,295.35,150.72,334.44,418.74,251.25,55.10,88.36,69.33
28/02/2025 4:15:00,358.80,373.82,104.67,740.62,804.11,315.15,54.90,88.36,69.33
28/02/2025 4:30:00,252.70,293.51,149.77,139.11,182.58,118.66,7.50,31.27,30.35
28/02/2025 4:45:00,365.20,379.83,106.35,135.98,181.76,120.23,7.40,31.38,30.46
28/02/2025 5:00:00,628.70,651.60,182.45,140.22,187.42,123.96,7.40,30.92,30.01
28/02/2025 5:15:00,276.50,323.38,165.02,233.82,299.77,187.59,7.40,31.05,30.14
28/02/2025 5:30:00,276.10,323.31,170.31,709.79,806.57,383.10,6.90,30.70,29.95
28/02/2025 5:45:00,278.30,327.14,172.33,716.28,813.28,386.28,6.90,31.27,30.50
28/02/2025 6:00:00,396.00,433.42,179.70,725.48,884.96,506.52,7.00,33.19,32.45
28/02/2025 6:15:00,278.40,348.23,208.94,712.82,858.36,478.76,6.90,31.71,30.94
28/02/2025 6:30:00,2798.80,2861.33,569.40,701.79,834.78,452.94,6.50,31.15,30.46
28/02/2025 6:45:00,2324.30,2378.58,473.33,768.91,925.49,516.21,6.70,31.33,30.63
28/02/2025 7:00:00,2341.90,2392.99,476.20,717.78,843.56,444.37,3701.50,3814.70,927.37
28/02/2025 7:15:00,3817.60,3907.93,777.67,767.88,925.61,516.27,2023.10,2092.16,508.61
28/02/2025 7:30:00,2331.20,2383.30,474.27,1108.83,1218.04,505.01,2000.90,2063.66,501.69
28/02/2025 7:45:00,2773.10,2823.23,561.82,757.11,901.32,489.05,1952.60,2011.06,488.90
28/02/2025 8:00:00,2342.40,2395.78,476.75,661.01,767.71,391.76,1965.70,2030.85,493.71
28/02/2025 8:15:00,2322.40,2372.67,472.15,667.21,768.03,378.68,1981.10,2040.01,495.94
28/02/2025 8:30:00,3949.00,4025.90,801.14,655.44,761.69,388.68,1968.10,2025.54,492.42
28/02/2025 8:45:00,2433.30,2482.36,493.98,661.89,769.19,392.51,1995.40,2057.23,500.12
28/02/2025 9:00:00,2482.30,2546.24,619.00,2618.58,2672.24,531.77,1979.90,2041.85,496.38
28/02/2025 9:15:00,2454.40,2503.84,498.26,2705.53,2760.29,549.29,1989.40,2048.34,497.96
28/02/2025 9:30:00,711.50,700.31,0.00,2716.64,2772.30,551.68,1990.10,2045.25,497.21
28/02/2025 9:45:00,265.70,316.15,171.54,3105.74,3136.66,442.48,2016.20,2080.95,505.89
28/02/2025 10:00:00,274.70,322.32,169.79,2878.82,2938.24,584.70,2043.70,2107.56,512.36
28/02/2025 10:15:00,273.00,323.92,175.75,2857.40,2915.27,580.13,2036.20,2110.86,591.04
28/02/2025 10:30:00,273.70,328.10,183.00,2845.66,2904.41,577.97,2041.40,2117.32,592.85
28/02/2025 10:45:00,384.60,406.23,126.85,2797.55,2853.97,567.93,1993.40,2071.05,579.89
28/02/2025 11:00:00,273.30,326.43,177.11,2739.31,2794.53,556.10,1987.60,2063.78,577.86
28/02/2025 11:15:00,385.50,406.22,126.84,2711.95,2767.75,550.78,1906.80,1992.98,558.03
28/02/2025 11:30:00,276.30,323.61,170.47,2758.97,2815.72,560.32,6.90,31.06,30.30
28/02/2025 11:45:00,276.30,323.61,170.47,2758.97,2815.72,560.32,6.90,31.06,30.30
28/02/2025 12:00:00,273.50,320.74,168.96,2746.55,2803.48,557.89,6.90,30.81,30.06
